Title,Date,Category,Link
"Austin Pain Management Doctor and Pain Medicine Practice to Pay $13,625,000 to Settle Civil False Claims Act Allegations",2025-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/austin-pain-management-doctor-and-pain-medicine-practice-to-pay-13625000-to-settle-civil-false-claims-act-allegations/
Doctor Indicted for Orchestrating $45 Million Botox Fraud Scheme Targeting Medicare,2025-12-18,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-indicted-for-orchestrating-45m-botox-fraud-scheme-targeting-medicare/
"Optima Medical Agreed to Pay $106,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-18,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/optima-medical-agreed-to-pay-106000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"AG's Office Secures Indictments Against Two Norfolk County Residents for Elder Neglect, Larceny, and Medicaid Fraud",2025-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ags-office-secures-indictments-against-two-norfolk-county-residents-for-elder-neglect-larceny-and-medicaid-fraud/
Attorney General Ellison partners with federal law enforcement on indictments of Housing Stabilization Services and Early Intensive Developmental and Behavioral Intervention providers,2025-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-partners-with-federal-law-enforcement-on-indictments-of-housing-stabilization-services-and-early-intensive-developmental-and-behavioral-intervention-providers/
Attorney General James Secures $45 Million for Underpaid Home Health Aides,2025-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-45-million-for-underpaid-home-health-aides/
"Attorney General James Secures Conviction of Nursing Home Worker for Stealing Over $60,000 from Resident",2025-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-conviction-of-nursing-home-worker-for-stealing-over-60000-from-resident/
"Attorney General Alan Wilson announces Spartanburg woman charged with stealing more than $10,000 from vulnerable adult",2025-12-18,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-woman-charged-with-stealing-more-than-10000-from-vulnerable-adult/
"Center at Lowry Agreed to Pay $292,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-17,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/center-at-lowry-agreed-to-pay-292000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Center at Northridge Agreed to Pay $227,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-17,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/center-at-northridge-agreed-to-pay-227000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Digital Health Company and Medical Practice Indicted in $100 Million Adderall Distribution Scheme,2025-12-17,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/digital-health-company-and-medical-practice-indicted-in-100m-adderall-distribution-scheme/
"Attorney General Tong Announces $455,598 False Claims Settlement with Branford Nurse",2025-12-17,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-455598-false-claims-settlement-with-branford-nurse/
"RST-Sanexas, Inc. and Its Owners Agree to Pay $1.5 Million to Resolve Allegations That They Caused False Claims and Accepted and Paid Illegal Kickbacks",2025-12-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/rst-sanexas-inc-and-its-owners-agree-to-pay-15-million-to-resolve-allegations-that-they-caused-false-claims-and-accepted-and-paid-illegal-kickbacks/
Dana-Farber Cancer Institute Agrees to Pay $15 Million to Settle Fraud Allegations Related to Scientific Research Grants,2025-12-16,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/dana-farber-cancer-institute-agrees-to-pay-15m-to-settle-fraud-allegations-related-to-scientific-research-grants/
"Ignite Medical Resort Carondelet Agreed to Pay $118,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-12-16,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/ignite-medical-resort-carondelet-agreed-to-pay-118000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Carr: Owners of Behavioral Health Facility Indicted in DeKalb County for Medicaid Fraud Totaling Over $1.4 Million,2025-12-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/carr-owners-of-behavioral-health-facility-indicted-in-dekalb-county-for-medicaid-fraud-totaling-over-14-million/
Former Direct Support Professional Sentenced for Abuse and Neglect of a Vulnerable Adult,2025-12-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/former-direct-support-professional-sentenced-for-abuse-and-neglect-of-a-vulnerable-adult/
Attorney General Jeff Jackson Announces Health Care Fraud Sentencing,2025-12-16,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-jeff-jackson-announces-health-care-fraud-sentencing/
Medical Biller Charged with Diverting Opioids and Federal Health Care Fraud,2025-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-biller-charged-with-diverting-opioids-and-federal-health-care-fraud/
"Medical Software Company Agrees to Pay $500,000 to Resolve Allegations of Causing Medically Unnecessary Breast Cancer Screening Claims",2025-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/medical-software-company-agrees-to-pay-500000-to-resolve-allegations-of-causing-medically-unnecessary-breast-cancer-screening-claims/
Federal Jury Convicts North Chesterfield Man For Billing Medicaid For Services He Did Not Provide,2025-12-15,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-north-chesterfield-man-for-billing-medicaid-for-services-he-did-not-provide/
Former New York Doctor Sentenced for Receiving Kickbacks,2025-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-new-york-doctor-sentenced-for-receiving-kickbacks/
Doctor Sentenced to Seven Years in Prison for $24 Million Medicare Fraud,2025-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-to-seven-years-in-prison-for-24m-medicare-fraud/
Missouri Man Sentenced to 10 Years in Prison for $174 Million Health Care Fraud Conspiracy,2025-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/missouri-man-sentenced-to-10-years-in-prison-for-174m-health-care-fraud-conspiracy/
Pharmacist Sentenced to Over Six Years in Prison for $6 Million Health Care Fraud Scheme,2025-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/pharmacist-sentenced-to-over-six-years-in-prison-for-6m-health-care-fraud-scheme/
Wound Graft Company Owners Sentenced for $1.2 Billion Health Care Fraud and Agree to Pay $309 Million to Resolve Civil Liability Under the False Claims Act,2025-12-12,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/wound-graft-company-owners-sentenced-for-12b-health-care-fraud-and-agree-to-pay-309m-to-resolve-civil-liability-under-the-false-claims-act/
"PAI Participant 1 Agreed to Pay $749,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Billed or Not Medically Necessary",2025-12-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/pai-participant-1-agreed-to-pay-749000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-billed-or-not-medically-necessary/
"Summit Healthcare Association Agreed to Pay $2.8 Million for Allegedly Violating the Civil Monetary Penalties Law by Paying and Receiving Improper Remuneration in the Form of Excessive Rental Fees, Excessive Compensation, and Free Staffing Services",2025-12-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/summit-healthcare-association-agreed-to-pay-28-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-and-receiving-improper-remuneration-in-the-form-of-excessive-rental-fees-excessive-compensation-and-free-staffing-services/
"University Medical Center of Southern Nevada Agreed to Pay $945,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Upcoded Services and Paying Improper Remuneration",2025-12-12,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/university-medical-center-of-southern-nevada-agreed-to-pay-945000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-upcoded-services-and-paying-improper-remuneration/
Parkville Mother and Daughter Sentenced in $3.6 Million Medicaid Fraud Scheme,2025-12-12,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/parkville-mother-and-daughter-sentenced-in-36-million-medicaid-fraud-scheme/
Canton Man Sentenced for Multi-Million-Dollar Health Care Fraud Scheme,2025-12-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/canton-man-sentenced-for-multi-million-dollar-health-care-fraud-scheme/
Former St. Louis Area Pediatrician Admits Exchanging Prescriptions for Sex Acts,2025-12-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/former-st-louis-area-pediatrician-admits-exchanging-prescriptions-for-sex-acts/
Owner Of Physical Rehabilitation Company Pleads Guilty To Submitting More Than $20 Million In Fraudulent Medical Bills To Health Benefit Programs,2025-12-11,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/owner-of-physical-rehabilitation-company-pleads-guilty-to-submitting-more-than-20-million-in-fraudulent-medical-bills-to-health-benefit-programs/
"Community Hospital San Bernadino Agreed to Pay $112,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/community-hospital-san-bernadino-agreed-to-pay-112000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"St. John's Regional Medical Center Agreed to Pay $357,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-11,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/st-johns-regional-medical-center-agreed-to-pay-357000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"Telehealth Company Agrees to Pay $300,000 to Resolve False Claims Act Allegations",2025-12-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/telehealth-company-agrees-to-pay-300000-to-resolve-false-claims-act-allegations/
Canton Man Sentenced to more than 3 Years in Federal Prison for Wire Fraud and Money Laundering,2025-12-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/canton-man-sentenced-to-more-than-3-years-in-federal-prison-for-wire-fraud-and-money-laundering/
Recovery Centers of America Agrees to Pay $2 Million to Resolve Allegations That It Violated the Controlled Substances Act and the False Claims Act by Mishandling Controlled Substances and Providing Inadequate Treatment Services,2025-12-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/recovery-centers-of-america-agrees-to-pay-2-million-to-resolve-allegations-that-it-violated-the-controlled-substances-act-and-the-false-claims-act-by-mishandling-controlled-substances-and-providing-inadequate-treatment-services/
"Spokane Physician Pays $120,000 to Resolve Allegations He Prescribed Controlled Substances Without Legitimate Medical Purpose",2025-12-10,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/spokane-physician-pays-120000-to-resolve-allegations-he-prescribed-controlled-substances-without-legitimate-medical-purpose/
"Central Emergency Medical Services Agreed to Pay $20,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-12-10,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/central-emergency-medical-services-agreed-to-pay-20000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
AG’s Office Secures Guilty Plea From Haverhill Defendant For Defrauding PCA Program,2025-12-10,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/ags-office-secures-guilty-plea-from-haverhill-defendant-for-defrauding-pca-program/
"H. Brady Millican, III Agreed to Be Excluded for 3 Years for Allegedly Paying Improper Remuneration",2025-12-09,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/h-brady-millican-iii-agreed-to-be-excluded-for-3-years-for-allegedly-paying-improper-remuneration/
"Honduras Citizen Sentenced to Prison for Fourth Illegal Reentry into the U.S., Social Security Fraud, and Identity Theft",2025-12-09,Criminal and Civil Actions,https://oig.hhs.gov/fraud/enforcement/honduras-citizen-sentenced-to-prison-for-fourth-illegal-reentry-into-the-us-social-security-fraud-and-identity-theft/
"Attorney General’s Medicaid Fraud and Vulnerable Victims Unit Secures a $400,000 Settlement and Corporate Oversight of Orchard Hill Rehabilitation and Health Care Center",2025-12-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-generals-medicaid-fraud-and-vulnerable-victims-unit-secures-a-400000-settlement-and-corporate-oversight-of-orchard-hill-rehabilitation-and-healthcare-center/
Attorney General Ellison Files Charges Against Man Who Financially Exploited His Mother,2025-12-09,State Enforcement Agencies,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-files-charges-against-man-who-financially-exploited-his-mother/
"Coastline Emergency Medical Services and SouthCoast Emergency Medical Services Agreed to Pay $162,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting False Claims for Emergency Ambulance Services",2025-12-08,CMP and Affirmative Exclusions,https://oig.hhs.gov/fraud/enforcement/coastline-emergency-medical-services-and-southcoast-emergency-medical-services-agreed-to-pay-162000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-false-claims-for-emergency-ambulance-services/
"Option Care Health Agreed to Pay $719,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Improper Remuneration in the Form of Referral Based Compensation",2025-12-08,Fraud Self-Disclosures,https://oig.hhs.gov/fraud/enforcement/option-care-health-agreed-to-pay-719000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-improper-remuneration-in-the-form-of-referral-based-compensation/
